"","caseid"
"1259","       76 39  2"
"1260","       77  2  1"
"1261","       77  8  4"
"1262","       77 15  2"
"1263","       77 27  1"
"1264","       77 45  2"
"1265","       77 52  4"
"1266","       77 52  5"
"1267","       77 58  1"
"1268","       77 70  2"
"1269","       78  1  1"
"1270","       78  3  2"
"1271","       78  7  2"
"1272","       78  8  2"
"1273","       78  8  9"
"1274","       78 14  2"
"1275","       78 23  1"
"1276","       78 24  1"
"1277","       78 24  2"
"1278","       78 27  2"
"1279","       78 31  2"
"1280","       78 33  2"
"1281","       78 37  3"
"1282","       78 38  2"
"1283","       78 41  2"
"1284","       78 43  3"
"1285","       78 44  2"
"1286","       78 45  2"
"1287","       78 48  2"
"1288","       78 50  5"
"1289","       79  2  1"
"1290","       79  7  2"
"1291","       79 11  2"
"1292","       79 11  3"
"1293","       79 16  6"
"1294","       79 20  2"
"1295","       79 24  2"
"1296","       79 38  1"
"1297","       79 42  2"
"1298","       79 56  4"
"1299","       79 64  2"
"1300","       79 69  3"
"1301","       81  2  2"
"1302","       81 11  4"
"1303","       81 15  3"
"1304","       81 15  4"
"1305","       81 15  5"
"1306","       81 28  1"
"1307","       81 33  2"
"1308","       81 51  2"
"1309","       81 59  2"
"1310","       81 73  2"
"1311","       81 81  1"
"1312","       81 90  2"
"1313","       81 95  2"
"1314","       81 99  2"
"1315","       81104  2"
"1316","       81126  2"
"1317","       81126  3"
"1318","       82  1  2"
"1319","       82  3  2"
"1320","       82  7  2"
"1321","       82  9  1"
"1322","       82 16  2"
"1323","       82 18  5"
"1324","       82 26  2"
"1325","       82 26  5"
"1326","       82 28  2"
"1327","       82 30  3"
"1328","       82 30  8"
"1329","       82 34  2"
"1330","       82 38  2"
"1331","       82 41  1"
"1332","       82 45  2"
"1333","       82 47  2"
"1334","       82 49  2"
"1335","       82 51  2"
"1336","       82 55  2"
"1337","       82 57  1"
"1338","       82 57  2"
"1339","       82 59  1"
"1340","       82 63  2"
"1341","       82 68  2"
"1342","       82 70  5"
"1343","       83  2  2"
"1344","       83  6  2"
"1345","       83 13  4"
"1346","       83 18  2"
"1347","       83 19  3"
"1348","       83 23  2"
"1349","       83 26  2"
"1350","       83 27  2"
"1351","       83 31  1"
"1352","       83 32  3"
"1353","       83 42  2"
"1354","       83 47  2"
"1355","       83 48  2"
"1356","       83 52  2"
"1357","       83 57  2"
"1358","       83 58  3"
"1359","       83 60  2"
"1360","       86 11  1"
"1361","       86 12  2"
"1362","       86 14  4"
"1363","       86 14  6"
"1364","       86 16  2"
"1365","       86 25  2"
"1366","       86 26  2"
"1367","       86 26  5"
"1368","       86 27  2"
"1369","       86 28  2"
"1370","       86 29  2"
"1371","       86 30  2"
"1372","       86 31  2"
"1373","       86 41  2"
"1374","       86 43  3"
"1375","       86 44  2"
"1376","       86 45  2"
"1377","       86 46  2"
"1378","       86 48  2"
"1379","       86 49  2"
"1380","       86 50  1"
"1381","       86 51  2"
"1382","       86 52  2"
"1383","       87  1  2"
"1384","       87  2  2"
"1385","       87  5  2"
"1386","       87  6  2"
"1387","       87  8  3"
"1388","       87 17  2"
"1389","       87 20  2"
"1390","       87 21  3"
"1391","       87 24  2"
"1392","       87 35  4"
"1393","       87 36  2"
"1394","       87 37  2"
"1395","       87 38  6"
"1396","       87 39  2"
"1397","       87 40  2"
"1398","       87 40  4"
"1399","       87 40  5"
"1400","       87 51  2"
"1401","       87 52  2"
"1402","       87 53  2"
"1403","       88  9  2"
"1404","       88 10  2"
"1405","       88 12  3"
"1406","       88 13  2"
"1407","       88 14  3"
"1408","       88 15  3"
"1409","       88 16  2"
"1410","       88 25  2"
"1411","       88 27  2"
"1412","       88 28  4"
"1413","       88 29  2"
"1414","       88 31  2"
"1415","       88 41  3"
"1416","       88 41  4"
"1417","       88 44  2"
"1418","       88 45  2"
"1419","       88 47  2"
"1420","       88 48  2"
"1421","       88 48  3"
"1422","       88 57  2"
"1423","       88 57  6"
"1424","       88 57  7"
"1425","       88 58  4"
"1426","       88 61  2"
"1427","       88 62  3"
"1428","       88 64  2"
"1429","       89  9  3"
"1430","       89 10  2"
"1431","       89 11  2"
"1432","       89 12  2"
"1433","       89 13  3"
"1434","       89 14  1"
"1435","       89 15  3"
"1436","       89 33  2"
"1437","       89 34  2"
"1438","       89 38  2"
"1439","       89 39  2"
"1440","       89 40  2"
"1441","       89 49  2"
"1442","       89 51  1"
"1443","       89 54  2"
"1444","       89 55  2"
"1445","       89 55  3"
"1446","       89 73  2"
"1447","       89 74  3"
"1448","       89 75  2"
"1449","       89 76  3"
"1450","       89 77  2"
"1451","       89 79  2"
"1452","       89 80  4"
"1453","       89 80  8"
"1454","       89 89  2"
"1455","       89 91  2"
"1456","       89 92  2"
"1457","       89 92  5"
"1458","       89 92  9"
"1459","       89 92 10"
"1460","       89 93  2"
"1461","       89 94  3"
"1462","       91  1  2"
"1463","       91  1  3"
"1464","       91  2  2"
"1465","       91  5  3"
"1466","       91  6  4"
"1467","       91  6  6"
"1468","       91  6  8"
"1469","       91  7  2"
"1470","       91  7  4"
"1471","       91  8  2"
"1472","       91  8  6"
"1473","       91 25  5"
"1474","       91 26  3"
"1475","       91 28  2"
"1476","       91 30  2"
"1477","       91 31  2"
"1478","       91 32  4"
"1479","       91 52  2"
"1480","       91 55  2"
"1481","       91 73  3"
"1482","       91 74  3"
"1483","       91 78  2"
"1484","       91 97  2"
"1485","       91100  3"
"1486","       91101  2"
"1487","       92 11  2"
"1488","       92 12  1"
"1489","       92 14  2"
"1490","       92 17  1"
"1491","       92 25  2"
"1492","       92 26  2"
"1493","       92 26  3"
"1494","       92 26  4"
"1495","       92 26  6"
"1496","       92 28  2"
"1497","       92 29  3"
"1498","       92 29  6"
"1499","       92 30  2"
"1500","       92 31  2"
"1501","       92 31 11"
"1502","       92 32  2"
"1503","       92 33  2"
"1504","       92 49  2"
"1505","       92 50  3"
"1506","       92 50  5"
"1507","       92 51  3"
"1508","       92 54  2"
"1509","       92 56  2"
"1510","       92 57  2"
"1511","       92 74  2"
"1512","       92 74  3"
"1513","       92 78  2"
"1514","       92 79  2"
"1515","       92 80  2"
"1516","       93  2  5"
"1517","       93  2  8"
"1518","       93  3  2"
"1519","       93  6  1"
"1520","       93  7  2"
"1521","       93  8  2"
"1522","       93 26  2"
"1523","       93 26  4"
"1524","       93 28  2"
"1525","       93 28  3"
"1526","       93 28  4"
"1527","       93 28  5"
"1528","       93 28  9"
"1529","       93 29  2"
"1530","       93 29  3"
"1531","       93 30  2"
"1532","       93 32  3"
"1533","       93 32  5"
"1534","       93 42  2"
"1535","       93 43  2"
"1536","       93 44  2"
"1537","       93 45  2"
"1538","       93 46  2"
"1539","       93 48  4"
"1540","       93 57  2"
"1541","       93 58  4"
"1542","       93 59  2"
"1543","       93 59  8"
"1544","       93 62  2"
"1545","       93 73  2"
"1546","       93 73  5"
"1547","       93 75  2"
"1548","       93 75  7"
"1549","       93 76  2"
"1550","       93 77  3"
"1551","       93 77  6"
"1552","       93 78  2"
"1553","       96 27  2"
"1554","       96 29  3"
"1555","       96 30  2"
"1556","       96 31  2"
"1557","       96 50  1"
"1558","       96 53  4"
"1559","       96 55  2"
"1560","       96 56  3"
"1561","       96 57  2"
"1562","       96 57  3"
"1563","       96 57  5"
"1564","       97  1  2"
"1565","       97  2  2"
"1566","       97  5  2"
"1567","       97  5  4"
"1568","       97  6  2"
"1569","       97  7  2"
"1570","       97  9  2"
"1571","       97 10  2"
"1572","       97 11  2"
"1573","       97 14  2"
"1574","       97 15  2"
"1575","       97 30  2"
"1576","       97 30  3"
"1577","       97 33  2"
"1578","       97 37  2"
"1579","       97 39  2"
"1580","       97 51  2"
"1581","       97 54  3"
"1582","       97 55  2"
"1583","       97 56  2"
"1584","       98  2  2"
"1585","       98  3  6"
"1586","       98  5  2"
"1587","       98  6  2"
"1588","       98  7  3"
"1589","       98  8  4"
"1590","       98  8  7"
"1591","       98  8  9"
"1592","       98 17  2"
"1593","       98 20  2"
"1594","       98 21  2"
"1595","       98 25  2"
"1596","       98 26  2"
"1597","       98 27  3"
"1598","       98 28  2"
"1599","       98 29  2"
"1600","       98 42  2"
"1601","       98 45  2"
"1602","       98 47  2"
"1603","       98 47  3"
"1604","       98 48  2"
"1605","       98 49  2"
"1606","       98 50  2"
"1607","       98 52  3"
"1608","       98 54  2"
"1609","      101  2  6"
"1610","      101  3  1"
"1611","      101  3  2"
"1612","      101 17  2"
"1613","      101 18  1"
"1614","      101 19  1"
"1615","      101 20  2"
"1616","      101 20  4"
"1617","      101 21  2"
"1618","      101 22  2"
"1619","      101 23  2"
"1620","      101 24  2"
"1621","      101 33  2"
"1622","      101 34  2"
"1623","      101 37  2"
"1624","      101 38  1"
"1625","      101 38  2"
"1626","      101 39  2"
"1627","      101 40  2"
"1628","      101 41  4"
"1629","      101 44  2"
"1630","      101 46  2"
"1631","      101 46  4"
"1632","      101 48  3"
"1633","      101 48  8"
"1634","      101 57  2"
"1635","      101 58  2"
"1636","      101 59  2"
"1637","      101 60  4"
"1638","      101 61  2"
"1639","      101 61  4"
"1640","      101 62  3"
"1641","      101 63  3"
"1642","      101 63  5"
"1643","      101 64  2"
"1644","      102  1  2"
"1645","      102  2  3"
"1646","      102  5  2"
"1647","      102  7  2"
"1648","      102  9  3"
"1649","      102  9  5"
"1650","      102 20  2"
"1651","      102 21  2"
"1652","      102 26  2"
"1653","      102 28  4"
"1654","      102 30  1"
"1655","      102 46  2"
"1656","      104  1  1"
"1657","      104  6  2"
"1658","      104 11  2"
"1659","      104 16  2"
"1660","      104 26  2"
"1661","      104 26  4"
"1662","      104 36  3"
"1663","      104 41  2"
"1664","      104 41  6"
"1665","      104 46  2"
"1666","      104 46  3"
"1667","      104 46  4"
"1668","      104 51  2"
"1669","      104 61  2"
"1670","      104 70  2"
"1671","      104 75  2"
"1672","      104 75  3"
"1673","      104 75  4"
"1674","      104 80  2"
"1675","      104 85  1"
"1676","      104 85  2"
"1677","      104 90  2"
"1678","      104 90  3"
"1679","      104 95  2"
"1680","      104105  1"
"1681","      104115  1"
"1682","      104130  2"
"1683","      104130  3"
"1684","      104139  2"
"1685","      104144  2"
"1686","      104149  2"
"1687","      104149  3"
"1688","      104154  1"
"1689","      104154  2"
"1690","      104159  2"
"1691","      104164  6"
"1692","      104164 10"
"1693","      104169  5"
"1694","      104174  1"
"1695","      104179  1"
"1696","      104184  2"
"1697","      104194  1"
"1698","      105  5  2"
"1699","      105  5  3"
"1700","      105  5  6"
"1701","      105 15  2"
"1702","      105 19  1"
"1703","      105 19  3"
"1704","      105 22  4"
"1705","      105 26  3"
"1706","      105 29  5"
"1707","      105 32  1"
"1708","      105 32  3"
"1709","      105 39  2"
"1710","      105 39  6"
"1711","      105 43  2"
"1712","      105 43  3"
"1713","      105 46  1"
"1714","      105 46  3"
"1715","      105 50  1"
"1716","      105 50  3"
"1717","      105 50  4"
"1718","      105 50  8"
"1719","      105 50 10"
"1720","      105 53  4"
"1721","      105 53  5"
"1722","      105 53  7"
"1723","      105 53 11"
"1724","      105 53 13"
"1725","      105 56  2"
"1726","      105 67  2"
"1727","      105 67  4"
"1728","      105 67  6"
"1729","      105 70  2"
"1730","      105 74  2"
"1731","      105 74  3"
"1732","      105 77  2"
"1733","      105 77  4"
"1734","      106  5  2"
"1735","      106  5  6"
"1736","      106  8  2"
"1737","      106 12  2"
"1738","      106 12  3"
"1739","      106 15  2"
"1740","      106 18  2"
"1741","      106 21  3"
"1742","      106 24  3"
"1743","      106 31  1"
"1744","      106 31  3"
"1745","      106 31  4"
"1746","      106 37  2"
"1747","      106 37  4"
"1748","      106 37  6"
"1749","      106 40  2"
"1750","      106 43  2"
"1751","      106 46  2"
"1752","      106 50  2"
"1753","      106 56  2"
"1754","      106 65  2"
"1755","      106 69  2"
"1756","      106 72  2"
"1757","      106 72  3"
"1758","      106 75  2"
"1759","      106 75  3"
"1760","      106 84  2"
"1761","      106 88  2"
"1762","      106 91  3"
"1763","      109  1  7"
"1764","      109  5  3"
"1765","      109  9  1"
"1766","      109  9  3"
"1767","      109 13  2"
"1768","      109 13  4"
"1769","      109 25  2"
"1770","      109 29  2"
"1771","      109 29  6"
"1772","      109 33  2"
"1773","      109 36  2"
"1774","      109 36  5"
"1775","      109 56  2"
"1776","      109 56  7"
"1777","      109 60  2"
"1778","      109 64  2"
"1779","      109 68  2"
"1780","      109 68  3"
"1781","      109 72  3"
"1782","      109 72  5"
"1783","      109 76  3"
"1784","      109 76  9"
"1785","      109 79  2"
"1786","      109 87  2"
"1787","      109 87  3"
"1788","      109 87  4"
"1789","      110  4  4"
"1790","      110  8  3"
"1791","      110  8  4"
"1792","      110 14  2"
"1793","      110 17  2"
"1794","      110 17  3"
"1795","      110 20  2"
"1796","      110 20  3"
"1797","      110 23  1"
"1798","      110 26  1"
"1799","      110 30  2"
"1800","      110 33  4"
"1801","      110 33  5"
"1802","      110 33  6"
"1803","      110 39  2"
"1804","      110 39  5"
"1805","      110 42  2"
"1806","      110 45  1"
"1807","      110 49  1"
"1808","      110 52  2"
"1809","      110 55  2"
"1810","      110 58  2"
"1811","      110 61  4"
"1812","      110 61  6"
"1813","      110 61  8"
"1814","      110 64  2"
"1815","      110 67  2"
"1816","      110 71  2"
"1817","      110 74  2"
"1818","      110 74  4"
"1819","      110 80  2"
"1820","      110 86  1"
"1821","      110 86  2"
"1822","      110 89  2"
"1823","      110 96  2"
"1824","      110102  2"
"1825","      110102  3"
"1826","      110102  7"
"1827","      110102  9"
"1828","      110115  2"
"1829","      110118  2"
"1830","      110118  3"
"1831","      110121  2"
"1832","      110121  6"
"1833","      111  3  2"
"1834","      111 10  2"
"1835","      111 16  1"
"1836","      111 16  4"
"1837","      111 20  2"
"1838","      111 20  5"
"1839","      111 23  2"
"1840","      111 23  3"
"1841","      111 23  5"
"1842","      111 42  2"
"1843","      111 49  2"
"1844","      111 49  4"
